source_id,title,doi,license,root_path,source_url
usgs_arra_2013,USGS Open-File Report 2013-1102 - ARRA site characterization,,public domain (U.S. Geological Survey),datasets_global/source_05_usgs_arra_2013/raw/extracted,https://pubs.usgs.gov/of/2013/1102/
