asset_id,source_id,relative_path,media_type,byte_size,sha256,format_hint
ffb1dd63174934dd7f53779ad629f7848e81ff76d2078b01f8501f17a634af6e,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1008.dat,surface_wave_survey,1600484,c34275aef35caf877a99906d0f827f0f2d0af67bc05663a9db6f8ba69651b6aa,seg2
f05d56650a1bf00cbc68745d9fbd1818f63e4931ff8caa0d3cf5138a7d21fb2d,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1009.dat,surface_wave_survey,1600484,7dc8f62141fd6a06d1cc42d030e98560149ed8e67022f8f5c2f33b3e09f468fc,seg2
bef00df0fcaed0efe11b66a637bebe527111ef6c571d329e7a3fa55f41ac34fd,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1010.dat,surface_wave_survey,1600484,94f463c3d97b421c510adeedda193b6ba11b9c400dc929a8ac609052fdb40cb8,seg2
17e45acaab3eb64fd63f43f4e20ec75d601a9e452bf5574c49e7f7a138bed52e,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1011.dat,surface_wave_survey,1600640,947dd7237951e8aef2f991bc18d5a9cc62616299604b99883e409577b9af3613,seg2
d82052dac4e0df2b19623fc21202b1670907979b8e6d195e1bba2a9313b96c1f,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1012.dat,surface_wave_survey,1600564,fdfb77d41d77b84bf9b779686be8037607f8c098d8ff44c4d404fa8e5a63d4bc,seg2
044cddd75ca844cc90ef749ed0308d912fb4dca52d3c8455bd5a58e80f1d4205,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1013.dat,surface_wave_survey,1600564,46c26c9c1780007b2ad4d01eede8ce37167401057a787984af4871a297f586d0,seg2
01444c6067fa5e12032918da1a37213841861aca38e62cb32945bc68bcbca77b,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1014.dat,surface_wave_survey,1600484,98e31977db363c797f642ed88cc6e40ed95f0031a3cd1e2451e869552b6dcd91,seg2
c6d1fa39344e94a30b0319a2d17b979700e2661d9d3a5cf832a7f250d288f0fb,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1015.dat,surface_wave_survey,1600460,34621109ceb690e4a75abcf20fba0fe2a4260317cd5019ee2b4887da3d91a3ea,seg2
f4c1ee940e94f74a15115c420333bf8e691650a1e9713279cf8727d91f2af4ba,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1016.dat,surface_wave_survey,1600456,ea24ee6896e663d6c982d3daac927b6677bf4c6dcd2367c683c3329ed015ce96,seg2
27f0c1f60bd7c84a9b30662dfb545d80acd214a4e6b4d6645cca9280c37c82a7,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1017.dat,surface_wave_survey,1600484,1756fc414ff95a77d85ab924d26069712d26bd2924b4627329f2f410eab0c0e5,seg2
3a626b49ddccbc1e615c7c2739aa4b26e7485fc90c9bb7598c20dc85d6de3e28,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1018.dat,surface_wave_survey,1600484,dd04bc90823e08b400c3e13a4d5913d556f25edbec7fe96742f1513f8d3b2e8c,seg2
f74e978b345709eeb23cb5ab68c26d1e4e1d9e98bbcee563bb54f16f480be840,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1019.dat,surface_wave_survey,1600484,282704c54bb45f3647287a7777be574da58ce4ef3d9426297797e175d2cb768c,seg2
7ed6b8c353f10c25308ec27bec55588d5d25ed171251ee8959ac5df67014f904,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1020.dat,surface_wave_survey,1600484,01d1b996c2cd1c348932fcefbf0358808c5cd6b47751e606040391526b3a57f1,seg2
6b7ba6e5761bb4637216480398a1d99e34b30cd8924ca4e605bbe3132e8ecc49,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1021.dat,surface_wave_survey,1600484,2fdc4c4e0f97e0882c1cfbc882ddd98f33f29040ca3a171dc47812549be54a45,seg2
fa34cb66182e8b4b22fc680f5fc562bdce62c4ba101a24a2bfd5f0baf6bd3aae,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1022.dat,surface_wave_survey,1600484,b36b48ab693cff6445591668ecb170e7dca74d97f76e0fd1192137de4e974b59,seg2
3e627e4d968ba40a5716f72f0f183b8b749bfaf11c6868c0260005b014b42dec,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1023.dat,surface_wave_survey,1600484,840d72ba90250b36f33fadc53085cbf7161fdea4c29ffbd52eba93b0eb6ba084,seg2
9afe883e4b67b53f2898e28a3e92d7113e8bf7b918d3dfd16b7d437fc4aff06d,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1024.dat,surface_wave_survey,1600484,3f7153358d80dde1b444c972da221a24c607a83bb6961c7a3ea51e58104263f0,seg2
a3c63ea58216fac0a2678bab40e4f5c5eea58cce206c236bbc95d857f5361a3a,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1025.dat,surface_wave_survey,1600484,d4a7a3cc3eebb724d85e30fb8e001d2465c554b884be0cc7385ae1be879458e3,seg2
ca6e218f30e20dd67249851638f862b6ab5ad8b9c1877ccc87b313b763b2a96c,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1026.dat,surface_wave_survey,1600484,f9378606972645b71bd4d452bc8a01f6259ee7bebd38a779a63f3e4a843e65d3,seg2
a8a474e8fab4a58296c5f8004e1a76e208665f5562b3b5b208d92885a5f2480b,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1027.dat,surface_wave_survey,1600484,5565ffc38174ad235c5ffa4ec7405b353f4023265ead7067a7bb2cde182552ab,seg2
d32ca355e896a51d3f47ceb0536b98c95364310eb2446d6b20c32319f0b86776,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1028.dat,surface_wave_survey,1600484,fbd1e13dc77f21809cd44751ac088b29c4c724349c83cf020a85b46a85ad7abf,seg2
f99515a13028204254a1deaa9109df5d98a747f86a3fc1579a6f24f1cd4d30b8,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1029.dat,surface_wave_survey,1600484,55ad5b040e9e4edf4605d9d46b0b0030e45c3d4136b753a2254431cb7a10cc4f,seg2
a21ac6572ab0745768df12655bfd4e6b454100d54a0acd761fdb4cba8f8de2fd,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1030.dat,surface_wave_survey,1600484,813ebe6f1e7a07634163d1383182cb16709a6f9ac8e37f129c1cade2305bda31,seg2
c6d9c90fa2e4eebc1a630d8ccf604e812c22b0e2e781df5d65ae15e0b404f305,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1031.dat,surface_wave_survey,1600484,8812d61576f6050b0c394c514d90502efa8d7de89978413474c6995b6224ef65,seg2
8105ddb2f83b1b3f923b4a6b7879699ca3ea20688ace2c92e13924ab343373f0,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1032.dat,surface_wave_survey,1600484,84d3f8fd395c67e2449a96d744d6ecc6bd2416366da3e5f21f4a41fc5852de75,seg2
20c12c9e3221265410db02c68851046901d07dfe08aa271b1c84bfa8f5fafdd7,usgs_arra_2013,CI.CLC/CI.CLC/CI_CLC_Raw_Data/CLC_MASWSR/1033.dat,surface_wave_survey,1600484,b85d3a22a61bc0a71e97c62a7e665c7208801f65b0a40b0642cd2e38efaf07a7,seg2
